Uniq Id;Product Name;List Price;Brand;Category
2cfc8520857b36f3afcec346edf89a22;Equate Beauty Blonde & Silver Shampoo, 16 fl oz;0,220138889;Equate;Beauty
dd4758e7f5a16383acec6918bc423af2;Jay-Z Gold Cologne Spray For Men, 3 Oz;43.75;Jay-Z;Beauty
dcfd8055dcbb2be6705d7c0547d15d4a;Instyler Maven Ceramic Hot Air Brush, White;69.99;InStyler;Beauty
b60054b20fe05c8dd19028312ee5d45e;Blistex Lip Vibrance, Lip Protectant, SPF 15 0.13 oz Each;0,291666667;Blistex;Beauty
4e05f9a0302bcfc0a8aec56e5d435685;Gillette 7 OClock PII Trac II Razor + Makeup Blender;07.49;gillette;Beauty
dd0fdd4e99ec5e1c374f43f7d3be1baa;Maracuja Oil & Shea Butter Beard Wash Deep Clean & Refresh by Shea Moisture for Men - 6 oz Cleanser - Pack of 2;20.21;SheaMoisture;Beauty
4cd708132f4d2b658c2c50ec1c1fcc9a;RoC Multi Correxion 5 in 1 Eye Cream, Anti-Aging Treatment,.5 fl. oz;0,899305556;RoC;Beauty
84aca19dec45ca460085e4a8b9de3f1f;Nail Care Plastic Grip Foot File Scrubber Callus Rough Skin Callus Remover;0,277083333;Unique Bargains;Beauty
991ed499d4c995226e4c561dd68d6f21;JOHNSONS Safety Swabs 185 Each (Pack of 2);14.04;JOHNSONS;Beauty
b7bea109b1273e2b945034463dd99e5f;4 Pc Tweezer Set Stainless Steel Hobby Electronic Jewelry Watch Repairs Tool;0,235416667;Simyoung;Beauty
5ef7e1cf5333368cf2fa5af481dec3eb;EDEN BodyWorks EDEN BodyWorks Almond Marshmallow Split End Repair Masque 16oz;0,400694444;Eden BodyWorks;Beauty
8243fcb336166ac4264a0a5f5663dcb8;Maui Moisture Nourish & Moisture + Coconut Milk Shampoo, 13 Oz;0,317361111;Maui Moisture;Beauty
b0d9a62e4ce32eae11ba2e5566b13fab;"InfinitiPRO by Conair Double Ceramic Curling Iron, .75"", Rose Gold";19.44;Conair;Beauty
8ae6d0ce4cd6d58b6710f5be6bd9ab85;ForPro Red Pedi Paddle Foot File 120/180 12pk;0,527083333;ForPro;Beauty
9b5ba8f77acac942f4730e9a5498579a;Earth to Skin Honey Manuka Calming Night Cream, 4 oz;0,398611111;Earth To Skin;Beauty
2f4530a88140cc2f9289402526635fb3;simplehuman 34 fl. oz. refill pouch, geranium moisturizing liquid hand soap;35.67;simplehuman;Beauty
2e2c73b59c9f9b618dcfde28431cebb3;Macadamia Nourishing Masque 8 Fl Oz;0,809722222;Macadamia Professional;Beauty
a0654d38c3c8a04d40cb3e8dd612d7d6;Nume Lustrum Tourmaline Ceramic Curling Wand Set, 5-in-1, Black;126.40.00;Nume;Beauty
dfd01256dce39259cf05ecf8f40e42cc;Proraso Pre & Post Shave Cream Set, 3x 100ml;36.00.00;Proraso;Beauty
794195a187f77e8c05e7126b25ae62bf;Neutrogena Hydro Boost Face Serum;0,773611111;Neutrogena;Beauty
ea80b730394c371b28000b5faae0577e;Garnier SkinActive Micellar Cleansing Water for Oily Skin, 13.5 fl. oz.;0,304166667;Garnier;Beauty
e8ec4dbb9c476e3cc2d77cb534919812;Burts Bees Eye Cream For Sensitive Skin, 0.5 Ounce;0,442361111;Burts Bees;Beauty
3aca4602a137e32bb923e91ffaf5d61f;Skin Tag Remover Professional Wireless Rechargeable Mole Freckle Mole Remover Pen Skin Tag Spot Eraser Pro Beauty Sweep Spot Pen Kit With LED Screen and Spotlight;35.99;XPREEN;Beauty
de7c137394f286d35e7404baf0d46c35;Neutrogena Oil-Free Acne Stress Control Power-Clear Scrub, 4.2 fl. oz;0,317361111;Neutrogena;Beauty
e6010a334b533a571c56bbbba2e6b5db;Yes To Cucumbers Calming Paper Mask, Single Use Face Mask with Soothing Cucumbers, 0.67 Oz;03.03;Yes To;Beauty
3b25223f767ebbc7c1e895e8bd8463be;Yes To Tomatoes Charcoal Peel Off Charcoal Face Mask, 0.33 Oz.;02.05;Yes To;Beauty
abc320197be832b5cc4649066687eba0;Philosophy Purity Made Simple One Step Facial Cleanser, Face Wash for All Skin Types, 8 Oz;24.00.00;Philosophy;Beauty
