Uniq Id;Product Name;List Price;Brand;Category;Position x ;Position y
f8844a8f90e5e81fb23e9539dec85ae5;Leather Repair and Restoration Color Restorer Complete Kit for Handbags, Sofas, Shoes & More 4oz - Leather Hero NAVY BLUE;29.95;Leather Hero;automotive_interior_accessories;0;0
0ac7395e3081be41fee3ef493aff647c;Liquid Leather HEAT CURE Leather & Vinyl Repair Kit (30-033);09.17;Liquid Leather;automotive_interior_accessories;0;1
0ec9f35ebb4099e298f724c7f3d7dcd6;Dreambaby L267 Wide Car Window Shade - Zebra;32.82;Dreambaby;automotive_interior_accessories;0;2
216f4e896de32d6002f8ca3767f20030;Bell Seat Back Organizer Box;0,504166667;Bell;automotive_interior_accessories;0;3
2dc893dde285742d09e47adc192d9fc2;Munchkin Go Diego Go! White Hot Sun Shade;00.00;Munchkin;automotive_interior_accessories;0;4
3a4bfbba1a5ab3b806870ff9e971a73c;LITTLE TREES air freshener Caribbean Colada 6-Pack;75.65;LITTLE TREES;automotive_interior_accessories;0;5
4741c9f365c7bd34eb93cee1a6a96cd1;Glade CAR VNT AIR FRSHN SLD CLN LNN CLP ON CRDD;0,360416667;Glade;automotive_interior_accessories;1;0
4e2470a512ac3206e0516f9d3bfaac60;Insight BMX 5-Bolt Chain Ring 43T Red 711484302084;19.59;Insight;automotive_interior_accessories;1;1
8a751440d3bd99ed194007085606c8ec;Refresh Your Car! Fresh Linen Refresh Mini Diffuser 2 ct.;0,181944444;American Covers;automotive_interior_accessories;1;2
97260e6223844799bd1999999b9813cb;3M Plastic Emblem and Trim Adhesive, 03601, 1 oz. Tube;05.52;3M;automotive_interior_accessories;1;3
98a5387db69595ce54aac6ad3ca94412;Large Leather Repair Patches Adhesive First-aid Leather Repair Kit,Sticker for Upholstery Couch Car Seat Jackets Handbags 4*8 Inches, Pack of 6(Black);07.47;EEEkit;automotive_interior_accessories;1;4
a0b6ddb581672d776d2711fa07f776f1;Diono Sun Stoppers 2pk, Folding Window Shades Protect from Direct Sunlight - Black;10.00;Diono;automotive_interior_accessories;1;5
cfcc0d680c32f778c5c556e18b74961d;Dreambaby Insta-Cling Car Shades, Baby Sun Shades, 2 pack;07.49;Dreambaby;automotive_interior_accessories;2;0
f8d3c97ecd2c9515f7cc02bdd9c81d50;Citrus Magic On The Go Solid Air Absorber Refreshing Lavender, 8-Ounce;06.13;Citrus Magic;automotive_interior_accessories;2;1
121028b508b3e1a55296abb3a6ed7268;2Pcs Silver Tone Metal Passenger Rear Foot Pegs Pedals Footrests for Motorcycle;0,526388889;Unique Bargains;automotive_replacement_parts;0;0
19dd4e314c33ebb518e0336f6a45a437;Universal - UB1280 12V 8AH Sealed Lead Acid Battery F1 .187 TT;0,860416667;UPG;automotive_replacement_parts;0;1
1b042f1000d23c6ac677dcff60238912;SHOCK BUSHING UPPER YAMAHA;0,35625;SPI-SPORT PART;automotive_replacement_parts;0;2
2017636e34025505cc38951ea7d59fb7;Voltage Automotive 921 912 T15 LED Automotive License Plate Light Dome Light Bulb Side Marker Light Bulbs Dome Light Bulb Canbus (Pair);0,44375;Voltage Automotive;automotive_replacement_parts;0;3
38ed289782ff06dbc72fb02aa645d12b;LITTLE TREES air freshener Daisy Fields 3 Pack;06.14;LITTLE TREES;automotive_replacement_parts;0;4
3915a4f9d262dd0f0e015eec5b7a8abb;SPI Manifold-Pipe Exhaust Header Joint for Snowmobile POLARIS EURO 700 SKS 1997 & 2000;16.17;SPI;automotive_replacement_parts;0;5
3a0ec4c7fd43952234b9ca9ab5c509fb;Camco Big Red Campfire 13.25-Inch Portable Propane Outdoor Camp Fire, Approved For RV Campgrounds, 65,000 BTUs, Includes 10 Foot Propane Hose (58035);158.00.00;Camco;automotive_replacement_parts;1;0
3d96e63e2a83bde23512fa9b5f993f71;Ktaxon Bike Repair Stand Adjustable Cycle Bicycle Rack Bike Stand w/Tool Tray Black;47.99;Ktaxon;automotive_replacement_parts;1;1
4235ce6c195bc5c189f67869220887ab;2pcs Red Aluminum Alloy Motorcycle Rear Foot Pegs Pedals for Yamaha Sword;0,478472222;Unique Bargains;automotive_replacement_parts;1;2
4e1f9092aa13815602b22f7a5f856b2e;DampRid Odor Genie Lavender Vanilla 8 oz, Odor Eliminator for Cars, RVs & Home;0,188888889;WM BARR & CO;automotive_replacement_parts;1;3
4f8fcf8eb795bd42d081036d353d61c8;Sunlite Stirrup Caliper Pads: BRAKE SHOES SUNLT CALIPER STIRRUP SL/BK;05.05;Sunlite;automotive_replacement_parts;1;4
54f7ae6031fe724c0832f0fa161231a7;SPI Brake Cable for Snowmobile SKI-DOO TUNDRA, LT 1985-1988;12.48;SPI;automotive_replacement_parts;1;5
637238808b41392ebd569505d7a6c030;Bracko Bike Bicycle Replace V Brake Shoes Pad For Tektro Shimano;05.00;Venzo;automotive_replacement_parts;2;0
820441461c4af75db2755e92f2502196;Master Lock - 8419KA-2 - (2) Trail Camera Python Adjustable Cable Locks;33.65;Master Lock;automotive_replacement_parts;2;1
865149c15136d663529010502207b901;Tektro 954.12 Bmx Cartridge U-Brake Shoes Black Pair;0,44375;TEKTRO;automotive_replacement_parts;2;2
8e5032786a84c4206b2de18488e5ca60;SPI Recoil Starter Sheave for Snowmobile ARCTIC CAT F5 EFI/LXR 08-14;14.42;SPI;automotive_replacement_parts;2;3
8fb073bf25379ddfd55947435fd34f4a;Ge Lighting Miniature Incandescent Bulb 73/BP2;03.29;GE;automotive_replacement_parts;2;4
9714ef853044ee99a2c45d0a39bc40ae;NEW LEFT DRIVER SIDE TAIL LIGHT FITS JEEP COMPASS 2014 2015 CH2800204 5272909AA;128.65;Rareelectrical;automotive_replacement_parts;2;5
af7a1a1d677f9e9520cceecc36a14b5e;SE Sport SE300 Hydro Foil For Motors 40 HP and Up;61.00.00;SE Sport;automotive_replacement_parts;3;0
b0729a8e07eb19f56ce3ce0b8c21464b;Carbon Pro Sports Lube Wet Lite 4Oz;03.59;CARBON PRO SPORTS;automotive_replacement_parts;3;1
b1e38670e09fae26ea755991c6155c4b;Shurflo 9423804 Lower Housing Kit Repair Parts for 2088/2093 Standard/Deluxe Models;29.27.00;Shurflo;automotive_replacement_parts;3;2
bb9e32278eff7208c826d10f0a0bd791;2pcs Alloy Motorcycle / Scooter / Electrical Bike Brake Handles Clutch Lever For GY6 125 150 GP110 XMAX400;09.07;Anself;automotive_replacement_parts;3;3
d26658f399920d2d8892aa524f2b301b;Sylvania SMART+ ZigBee 65W Equivalent Full Color BR30 High CRI LED Light Bulb, 2-count;0,94375;SYLVANIA SMART+;automotive_replacement_parts;3;4
db1d8cdd259b672f28b6389cd8ae941e;16 Skate ROLLER HOCKEY Bearings PRECISION ABEC 7 BLACK;0,652083333;Precision Speed;automotive_replacement_parts;3;5
dc0fae947705b8d72135a94c6ddd3246;NEW STARTER MOTOR FITS YAMAHA SNOWMOBILE NYTRO RS90NR RS90N 8GL-81890-00-00;80.75;Rareelectrical;automotive_replacement_parts;4;0
dc310b4283adfedff7bd1b678ce134f9;AP Products 020-128 Fresh Cab Rodent Repellent, Display Box of 8;38.93;AP Products;automotive_replacement_parts;4;1
e3cb3cad77c73111c72ceebfdf30f24d;Febreze Car Air Freshener Vent Clip, Linen & Sky, 1 Count;06.13;Febreze;automotive_replacement_parts;4;2
f4ea166757f642d20509ea9898ecaef7;iJDMTOY (2) Amber Yellow Error Free PWY24W LED Bulbs For Audi A3 A4 A5 Q3 VW MK7 Golf CC Ford Fusion Front Turn Signal Lights, BMW F30 3 Series DRL Lamps;24.99;iJDMTOY;automotive_replacement_parts;4;3
f560be35eee6b5c632351140582663f9;1.5Oz Slide Lubricant;06.42;AGS COMPANY AUTOMOTIVE SOLUTIONS;automotive_replacement_parts;4;4
fa8d610f3f4cb107f0d129ca06160334;Stromberg Carlson CC-125 Cargo Caddy Bike Rack Adapter;45.15.00;StrombergCarlson;automotive_replacement_parts;4;5
1231d33e40de98697078ffbeb05d82a7;Womens Road Toad Reflective Riders Pant;29.95;frogg toggs;motorcycle;0;0
48a9c37ac3ebadf65b20755cb91e189b;C.F.GOGGLE Vintage Studs Steampunk Goggles Welding Gothic Black Lens Cosplay;0,436805556;C.F.GOGGLE;motorcycle;0;1
5770c5f2ba1afd6fe50cbc96913c5ea3;BISupply | Portable Curb Ramp Threshold Ramp Car Curb Ramp Motorcycle Ramp 1pk;57.64;Bobs Industrial Supply;motorcycle;0;2
7009cf2e355b3c9213e7a37c40c57152;Sena X1 Smart Cycling Bluetooth GPS Bike Helmet;271.00.00;Sena;motorcycle;0;3
859474a93409e596c6dd708320c2ee66;Frogg Toggs Road Toad Pants with Heat Shield (Black, Small);34.95;frogg toggs;motorcycle;0;4
